Stimulus,CID,IsomericSMILES,Descriptors,sweet,floral,minty,pungent
126-91-0,443158,CC(=CCC[C@](C)(C=C)O)C,natural;deep;floral;lavender;fresh;woody,0,1,0,0
40203-73-4,162409,COC(=O)C=C1CCCC1,sweet;dry;ylang;floral;weedy;fruity;tuberose,1,1,0,0
1247790-47-1,19871663,CC(C)CCC(C)C(C)O,floral;rose;green,0,1,0,0
68366-65-4,109319,CC1CCC(C(C1)OC(=O)C(C)C)C(C)C,sweet;herbal;sage clary sage;rose,1,0,0,0
61692-84-0,5367806,C/C=C(\C)/C(=O)OCC(C)C,herbal;pungent,0,0,0,1
7779-77-3,24515,CC(C)COC(=O)C1=CC=CC=C1N,sweet;berry;grape;floral;fruity,1,1,0,0
108-94-1,7967,C1CCC(=O)CC1,acetone;minty,0,0,1,0
10031-71-7,61446,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1,raisin;plum;floral;honey;fruity;powdery;green;geranium;tropical;papaya,0,1,0,0
108861-13-8,12242463,CCCCCC[C@H]1CCCC(=O)O1,sweet;milky;fruity,1,0,0,0
2306-78-7,5363426,CC(=CCC/C(=C/CCC(C)(C=C)OC(=O)C)/C)C,sweet;floral;freesia;fresh;woody;citrus;waxy,1,1,0,0
120-24-1Z,20835508,C/C=C\C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,sweet;spicy;cinnamon;floral;honey;clove,1,1,0,0
551-93-9,11086,CC(=O)C1=CC=CC=C1N,grape;sweet,1,0,0,0
6314-97-2,80584,CCOC(CC1=CC=CC=C1)OCC,sweet;fresh;green;almond;linden flower;hyacinth,1,0,0,0
2396-78-3,61310,CCCC=CC(=O)OC,sweet;estery;fruity;fresh;green;earthy,1,0,0,0
1197-01-9,14529,CC1=CC=C(C=C1)C(C)(C)O,sweet;floral;fruity;camphoreous;cooling;coumarinic;cherry,1,1,0,0
93981-50-1,163620,CCOC(=O)OC1C(CCC(C1C)C)C,metallic;rose red rose;warm;floral;fruity;leathery,0,1,0,0
106-30-9,7797,CCCCCCC(=O)OCC,sweet;rummy;estery;seedy;berry;banana;cognac;fruity;pineapple;winey;green,1,0,0,0
874-90-8,70129,COC1=CC=C(C=C1)C#N,sweet;floral;coumarinic;hawthorn;hay,1,1,0,0
18794-84-8,5281517,CC(=CCC/C(=C/CCC(=C)C=C)/C)C,sweet;woody;citrus;herbal,1,0,0,0
39900-18-0,6450281,C/C=C/C(=O)[C@@H]1[C@@H](CCCC1(C)C)C,floral;fruity,0,1,0,0
79-09-4,1032,CCC(=O)O,acidic;dairy;vinegar;pungent;cheesy,0,0,0,1
5655-61-8,93009,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,sweet;needle;herbal;fresh;balsamic;woody;pine,1,0,0,0
5421-17-0,221691,CCCCCCOC(=O)CC1=CC=CC=C1,sweet;foliage;rose;floral;honey;fruity;winey;powdery;green;waxy,1,1,0,0
19089-92-0,5366038,CCCCCCOC(=O)/C=C/C,sweet;vegetable;caramellic;fruity;tropical;pineapple;walnut;oily;apple;pear;green;radish;celery,1,0,0,0
106-32-1,7799,CCCCCCCC(=O)OCC,sweet;musty;banana;brandy;fruity;winey;apricot;pineapple;pear;creamy;dairy;waxy,1,0,0,0
98-52-2,7391,CC(C)(C)C1CCC(CC1)O,musty;camphoreous;patchouli;woody;minty;leathery,0,0,1,0
18189-02-1,87499,CC(C)OC(=O)C1=CC=CC=C1N,floral;neroli;honey;hawthorn,0,1,0,0
1125-21-9,62374,CC1=CC(=O)CC(C1=O)(C)C,sweet;musty;tea;leafy;tobacco;brown;lemon;woody;citrus,1,0,0,0
26912-64-1,102779,C=CCOC1CC2CC1C3C2CC=C3,anise;floral;herbal;fruity;woody,0,1,0,0
319002-92-1,16063805,CCCOC(=O)[C@H](C)OC(C)(C)CC,natural;floral;sage clary sage;bois de rose;bergamot,0,1,0,0
3658-93-3,77224,CCCCCC(OCC)OCC,fermented;floral;cognac;fruity;pear;apple;hyacinth,0,1,0,0
141-09-3,61092,CC(CCCC(=C)C)CCOC=O,dry;leafy;floral;rose;green;geranium,0,1,0,0
125811-37-2,21606187,CC1=CC2C(=C(CO2)C)CC1,floral;minty,0,1,1,0
67874-69-5,6437163,CC(=CCC/C(=C/COC(=O)C1=CC=CC=C1N)/C)C,floral;rose;geranium;neroli;honeysuckle,0,1,0,0
122-99-6,31236,C1=CC=C(C=C1)OCCO,floral;cinnamyl;balsamic;rose,0,1,0,0
7452-79-1,24020,CCC(C)C(=O)OCC,sweet;estery;berry;fruity;apple;fresh;green;tropical;sharp,1,0,0,0
60763-42-0,108506,CCC(C)CCC(C)(CC)OC(=O)C,sweet;floral;honey;fruity;waxy,1,1,0,0
66427-22-3,20372966,CCCCCC(C(CCCC)S)O,herbal;buchu;oily;minty;grapefruit,0,0,1,0
90-17-5,7007,CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl,floral;rose;powdery;balsamic;soapy,0,1,0,0
26001-58-1,5364959,CCCCC/C=C\CO,sweet;floral,1,1,0,0
111-02-4,638072,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,floral,0,1,0,0
1438-91-1,518937,CSCC1=CC=CO1,vegetable;sulfurous;garlic;horseradish;alliaceous;onion;pungent,0,0,0,1
20073-13-6,5319693,CC/C=C\CC1C(CCC1=O)CC(=O)OC,floral;jasmin,0,1,0,0
16491-25-1,86016,CCC(=O)OCC=CC=CC,sweet;fruity;pineapple;winey;tropical,1,0,0,0
211238-85-6,57375717,C[C@H](C(=O)OCCC(C)CCC=C(C)C)O,floral;natural;lily of the valley;warm,0,1,0,0
65155-45-5,103310,CCC(=O)OCCCCCCC(C)C,floral;lavender;woody;herbal,0,1,0,0
80722-28-7,6428985,CC1C(=O)CC2(O1)C(=CC=CC2(C)C)C,floral;woody,0,1,0,0
36267-74-0,21554588,CC1=NC=C2COCC2=N1,sweet;popcorn,1,0,0,0
100-52-7,240,C1=CC=C(C=C1)C=O,sweet;cherry;cherry maraschino cherry;nutty;fruity;powdery;almond;bitter;sharp,1,0,0,0
53751-40-9,104598,CC(=O)OCC1=CC(=C(C=C1)OC)OC,sweet;berry;floral;rose;fresh,1,1,0,0
64-19-7,176,CC(=O)O,sour;acidic;vinegar;pungent;sharp,0,0,0,1
1517-69-7,637516,C[C@H](C1=CC=CC=C1)O,floral;earthy;honeysuckle;green,0,1,0,0
125109-84-4,86208,CC(CC=O)C1=CC(=CC=C1)C(=C)C,cortex;floral;melon;ozone;fresh;green,0,1,0,0
100-68-5,7520,CSC1=CC=CC=C1,sawdust;solvent;spicy;woody;pungent,0,0,0,1
112-54-9,8194,CCCCCCCCCCCC=O,aldehydic;floral;orange rind;green;soapy;citrus;waxy,0,1,0,0
1875-89-4,74648,CC1=CC(=CC=C1)CCO,lilac;floral;rose;muguet;jasmin;woody,0,1,0,0
1139-30-6,14350,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,sweet;dry;spicy;fresh;woody,1,0,0,0
102-16-9,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,sweet;floral;rose;cocoa;jasmin,1,1,0,0
18479-58-8,29096,CC(CCCC(C)(C)O)C=C,cologne;lime;clean;floral;weedy;fresh;citrus,0,1,0,0
118-71-8,8369,CC1=C(C(=O)C=CO1)O,sweet;cotton candy;caramellic;fruity;burnt;jammy;bread baked;bready,1,0,0,0
531-59-9,10748,COC1=CC2=C(C=C1)C=CC(=O)O2,sweet;balsamic;tonka,1,0,0,0
106-28-5,445070,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,sweet;floral;muguet;lily;waxy,1,1,0,0
5452-75-5,21595,CCOC(=O)CC1CCCCC1,floral,0,1,0,0
78-69-3,6548,CCC(C)(CCCC(C)C)O,sweet;lime;floral;fresh;lily;citrus,1,1,0,0
692-86-4,12729,CCOC(=O)CCCCCCCCC=C,sweet;clean;fatty;cognac;fruity;creamy;soapy;waxy,1,0,0,0
38284-11-6,3853254,CC1(CC(=O)C2C(C1=O)(O2)C)C,camphoreous;sweet,1,0,0,0
34995-77-2,6432254,C[C@]1(CC[C@H](O1)C(C)(C)O)C=C,floral,0,1,0,0
145-39-1,67350,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,sweet;powdery;musk;fatty,1,0,0,0
35931-93-2,11789380,C[C@H](CCC=C(C)C)CC#N,floral;fruity;citrus;green,0,1,0,0
491-35-0,10285,CC1=CC=NC2=CC=CC=C12,sweet;floral;herbal;oily;burnt,1,1,0,0
66072-32-0,106674,CC1(C2CCC1(C(C2)C3CCC(CC3)O)C)C,sweet;clean;balsamic;sandalwood;woody,1,0,0,0
60415-61-4,43263,CCCC(C)OC(=O)CCC,sweet;banana;herbal;fruity;apricot;cashew,1,0,0,0
86849-52-7,21251947,CCCCCSS,sweet;onion,1,0,0,0
203719-53-3,10953718,CC(=C)[C@H]1CCC2(C(C1)O2)C,minty;cool,0,0,1,0
79-20-9,6584,CC(=O)OC,sweet;solvent;estery;rummy;cognac;fruity;winey;ethereal,1,0,0,0
NF0131,11138191,C=CCC1=CC2=C(C=C1)OCC(=O)CO2,aldehydic;marine;fatty;floral;herbal;ozone;watermelon,0,1,0,0
2349-07-7,16872,CCCCCCOC(=O)C(C)C,sweet;ripe;grape;berry;fruity;berry ripe berry;winey;apple;pear;tart;green;peach,1,0,0,0
14360-50-0,61738,CCCCCC(=O)C1=CC=CO1,sweet;fruity;apricot;green;peach;ketonic,1,0,0,0
896447-13-5,57355543,CCCCCCOC(CCCCC)OCCC(C)C,sweet;green,1,0,0,0
13494-08-1,114535,CCC1CCC(=O)C1=O,caramellic;sweet;maple,1,0,0,0
67601-05-2,6999975,C[C@@H](CCC=C(C)C)CCOC(=O)C,sweet;floral;rose;fruity;fresh;bergamot,1,1,0,0
55050-40-3,108662,CC(=CCCC(=C)CC=O)C,juicy;aldehydic;floral;bois de rose;lemongrass;lemon,0,1,0,0
123-76-2,11579,CC(=O)CCC(=O)O,sweet;vanilla;caramellic;acidic;guaiacol;creamy;buttery,1,0,0,0
1445-91-6,443135,C[C@@H](C1=CC=CC=C1)O,floral;strawberry;hyacinth;gardenia,0,1,0,0
5355-63-5,6428929,CC(=O)C(CC1=CC=CC=C1)O,sweet;creamy;fruity,1,0,0,0
125-12-2,61061,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C2(C)C)C,sweet;camphor;herbal;woody;balsam,1,0,0,0
122-39-4,11487,C1=CC=C(C=C1)NC2=CC=CC=C2,sweet;floral;faint,1,1,0,0
87-44-5,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,sweet;dry;spicy;woody;clove,1,0,0,0
7492-44-6Z,5853596,CCCC/C(=C/C1=CC=CC=C1)/C=O,floral;herbal;lily;green;jasmin,0,1,0,0
67874-72-0,62240,CCC(C)(C)C1CCCCC1OC(=O)C,sweet;fir needle;jammy;raspberry;balsamic;woody,1,0,0,0
142-50-7,5356544,CC(=CCC/C(=C\CC[C@@](C)(C=C)O)/C)C,floral;mild,0,1,0,0
188417-26-7,3025943,CCOC1=C(C=CC(=C1)C=O)O.CC(C)C(=O)[O-],sweet;vanilla;rummy;caramellic;creamy;milky;chocolate,1,0,0,0
20777-49-5,30248,CC1CCC(CC1OC(=O)C)C(=C)C,sweet;vegetable;floral;rose;fruity;pine;beany;camphoreous;green;minty;cumin,1,1,1,0
996-97-4,70456,CCCCCCCC(=O)N(CC)CC,sweet;spicy;fruity;tobacco;fresh;woody;minty,1,0,1,0
1340-11-0,637756,C[C@@H](C=O)C1=CC=CC=C1,floral,0,1,0,0
62563-80-8,8347,CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC(=O)C,sweet;dry;rooty;vetiver;powdery;sandalwood;woody,1,0,0,0
4411-89-6,20446,CC=C(C=O)C1=CC=CC=C1,sweet;musty;cortex;cocoa;honey;nutty;floral;powdery;radish;narcissus;beany,1,1,0,0
737776-68-0,787930,C[C@@H](CC1=CC2=C(C=C1)OCO2)C=O,sweet;marine;floral;fruity;ozone;green;cumin,1,1,0,0
71660-03-2,524461,CC(=C)C1CCC(=C)C(C1)OC(=O)C,minty;fruity;spearmint,0,0,1,0
40942-73-2,162030,CCCCCC1C(CCC1=O)CC(=O)C,floral;jasmin;magnolia,0,1,0,0
1131-62-0,14328,CC(=O)C1=CC(=C(C=C1)OC)OC,sweet;woody;floral,1,1,0,0
520-74-1,3083613,CC#CC#CCC1=CC=CC=C1,sweet;anise;methyl;chavicol,1,0,0,0
54815-13-3,108625,CCCCCCCCC(OCC)OCC,floral;aldehydic;rose,0,1,0,0
71-41-0,6276,CCCCCO,sweet;fermented;yeasty;solvent;winey;oily;fusel;bready;balsamic;pungent,1,0,0,1
79-69-6,5371002,CC1CC=C(C(C1(C)C)/C=C/C(=O)C)C,sweet;berry;floral;violet;powdery;raspberry;woody;orris,1,1,0,0
103-95-7,517827,CC(C)C1=CC=C(C=C1)CC(C)C=O,cyclamen;musty;rhubarb;floral;fresh;green,0,1,0,0
138-87-4,8748,CC(=C)C1CCC(CC1)(C)O,woody;earthy;pungent,0,0,0,1
2035-93-0,99870,CC(CC(C)(C)C1=CC=CC=C1)O,lilac;floral;muguet;green;hyacinth,0,1,0,0
1006-27-5,70506,COC1CCC2=CC=CC=C12,earthy;animal;floral;anisic;hawthorn;minty,0,1,1,0
111879-80-2,9856149,C1CCCC/C=C/CCCOC(=O)CCCC1,sweet;dry;metallic;animal;powdery;tropical;cloth laundered cloth;musk;waxy,1,0,0,0
68480-14-8,109417,CC1C=C(CC(C1C)C(=O)C)C,dry;floral;green;woody;earthy,0,1,0,0
106-68-3,246728,CCCCCC(=O)CC,sweet;musty;fermented;vegetable;mushroom;herbal;lavender;fresh;green;moldy;cheesy;ketonic,1,0,0,0
18433-93-7,86733,CC1COC(O1)CC(C)C,sweet;rummy;sour;ripe;fruity;ethereal;tropical;dairy;buttery,1,0,0,0
33941-99-0,118119,CC1OCC(O1)C2=CC=CC=C2,floral;jasmin;animal;hyacinth,0,1,0,0
55031-15-7,16220104,CCC1=NC(=CN=C1C)C.CCC1=NC=C(N=C1C)C,sweet;musty;nutty;brown;peanut;roasted;hazelnut;peanut roasted peanut;nut skin;chocolate,1,0,0,0
5947-36-4,102667,CC1(C2CC1C(=C)C(C2)O)C,herbal;camphoreous;cooling;fresh;balsamic;woody;minty;pine,0,0,1,0
10402-33-2,25238,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2,sweet;honey;spicy;carnation,1,0,0,0
82297-64-1,5803450,CCC(=O)/C=C/C1=CC=C(C=C1)OC,dry;sweet;vanilla;fruity;powdery;anisic;almond;coumarinic;cherry;heliotrope,1,0,0,0
1209-71-8,6432005,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(C)(C)O,sweet;waxy,1,0,0,0
58917-25-2,642783,C[C@@H]1CCC(=O)O1,sweet;faint,1,0,0,0
91-10-1,7041,COC1=C(C(=CC=C1)OC)O,sweet;bacon;medicinal;smoky;powdery;phenolic;balsamic;woody,1,0,0,0
4630-82-4,20748,COC(=O)C1CCCCC1,sweet;estery;berry;fruity;pineapple;cooling;milky;minty,1,0,1,0
82784-84-7,6441136,CC(C)/C(=C/CC(C)C=O)/C,sweet;melon;ozone;fresh;green,1,0,0,0
2216-52-6,439263,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,mentholic;minty;sweet,1,0,1,0
62147-49-3,2723627,C1[C@@](OC[C@](O1)(CO)O)(CO)O,cooling;sweet,1,0,0,0
91-87-2Z,6378927,CCCCC/C(=C/C1=CC=CC=C1)/C(OC)OC,floral;lily;green;lemon;jasmin,0,1,0,0
4442-79-9,20508,C1CCC(CC1)CCO,floral;rose;cooling;dewy;green;peony;lily;waxy,0,1,0,0
621-82-9,8784,C1=CC=C(C=C1)C=CC(=O)O,sweet;cinnamyl;balsamic;storax,1,0,0,0
5349-62-2,219672,CC(C)CC(=O)CC1=CC=CC=C1,sweet;sugar burnt sugar;spicy;fruity;woody,1,0,0,0
16510-27-3,6422476,COC1=CC=C(C=C1)CC2CC2,sweet;root beer;anise;spicy;herbal;sassafrass;anisic;licorice black licorice;tarragon,1,0,0,0
121-32-4,8467,CCOC1=C(C=CC(=C1)C=O)O,sweet;vanilla;creamy;caramel,1,0,0,0
16630-61-8,85521,CCOC(CCSC)OCC,cabbage;pungent,0,0,0,1
5986-38-9,5368785,C/C(=C\CCC(C)(C)O)/C=C,sweet;cologne;lime;fresh;lemon;mace;citrus,1,0,0,0
1334-78-7,12105,CC1=CC(=CC=C1)C=O,sweet;fruity;powdery;coumarinic;cherry;chemical,1,0,0,0
71605-85-1,522422,CCCCCCCCC(=O)OCCCCCCC,sweet;floral;rose;winey;oily;orangeflower,1,1,0,0
698-10-2,61199,CCC1C(=C(C(=O)O1)O)C,sweet;butterscotch;fenugreek;caramellic;nutty;fruity;maple;praline;sugar brown sugar;chicory,1,0,0,0
2198-61-0,16617,CCCCCC(=O)OCCC(C)C,sweet;sour;banana;fruity;pineapple;apple;green;pungent;cheesy,1,0,0,1
100-51-6,244,C1=CC=C(C=C1)CO,sweet;floral;rose;fruity;phenolic;balsamic;chemical,1,1,0,0
100-84-5,7530,CC1=CC(=CC=C1)OC,floral;narcissus,0,1,0,0
55418-52-5,62098,CC(=O)CCC1=CC2=C(C=C1)OCO2,sweet;cotton candy;berry;floral;fruity;powdery;jammy;raspberry;heliotrope,1,1,0,0
123-66-0,31265,CCCCCC(=O)OCC,sweet;estery;fatty;banana;fruity;pineapple;green;waxy,1,0,0,0
616-25-1,12020,CCC(C=C)O,vegetable;chrysanthemum;horseradish;fruity;radish;green;ethereal;tropical;pungent,0,0,0,1
71662-27-6,9815474,CCCC(=O)OC(C)C(=O)OCC,creamy;fruity;sweet;buttery,1,0,0,0
2370-13-0,16912,CCCCC(C)(C)CO,herbal;pungent,0,0,0,1
1335-46-2,5371084,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,floral;violet;powdery;woody;orris,0,1,0,0
NF0145,16081707,CC1=CCCC(C1=O)(C)CC2=CC=CC=C2,rose;fruity;apple;saffron;minty,0,0,1,0
112-17-4,8167,CCCCCCCCCCOC(=O)C,sweet;clean;fatty;creamy;fresh;soapy;cloth laundered cloth;citrus;waxy,1,0,0,0
499-70-7,6432474,C[C@H]1CC[C@@H](CC1=O)C(C)C,spearmint;cooling;green;woody;minty,0,0,1,0
10094-41-4,61467,CCC=CCCOC(=O)C(C)CC,sweet;juicy;vegetable;warm;herbal;fruity;pineapple;apple;pear;fresh;green,1,0,0,0
68683-25-0,163261,CCCCCCCC(COC(=O)C)OC(=O)C,floral;watery;fresh;muguet,0,1,0,0
1786-08-9,61275,CC1=CCOC(C1)C=C(C)C,vegetable;cortex;minty;floral;herbal;weedy;green;narcissus;celery,0,1,1,0
871-22-7,79117,CCCCOC(C)OCCCC,algae;floral;rose;green;seaweed,0,1,0,0
4927-36-0,78639,CCC(=O)CC(C)(C)C1=CC=CC=C1,spicy;peppery;floral;rose;woody,0,1,0,0
2253-73-8,75263,CC(C)N=C=S,mustard;pungent;alliaceous,0,0,0,1
12262-03-2,6437805,CCCC/C=C/CCCCC(=O)OCCC(C)C,floral;rose;waxy,0,1,0,0
2639-63-6,17525,CCCCCCOC(=O)CCC,sweet;vegetable;estery;fruity;apple;green;soapy;waxy,1,0,0,0
24717-85-9,6386037,C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,tea;leafy;floral;rose;fruity;geranium,0,1,0,0
68959-28-4,11969488,CC/C=C/CCC1CCCC(=O)O1,sweet;buttery;plum;floral;fruity;coconut;creamy;milky;dairy;peach,1,1,0,0
617-94-7,12053,CC(C)(C1=CC=CC=C1)O,sweet;earthy;green,1,0,0,0
22030-19-9,90720,CC1=C(C(CCC1)(C)C)C=CC(C)OC(=O)C,sweet;seedy;berry;floral;strawberry;violet;jammy;raspberry;woody,1,1,0,0
100-86-7,7531,CC(C)(CC1=CC=CC=C1)O,clean;rhubarb;cortex;floral;rose;oily;green,0,1,0,0
1196-01-6,92874,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,camphoreous;minty;spicy,0,0,1,0
33467-76-4,5318017,CCCC/C=C/CO,plastic;pungent;green;fatty,0,0,0,1
10094-34-5,24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,plum;floral;herbal;fruity;prune;green,0,1,0,0
127931-21-9,54281757,CC(C)COC(=O)CC(C)SC,dry;sweet;strawberry;fruity;pungent,1,0,0,1
20053-88-7,6433750,C/C(=C\C=C)/CC(C)(C=C)O,sweet;spicy;floral;ginger;tropical;fennel,1,1,0,0
103-05-9,7632,CC(C)(CCC1=CC=CC=C1)O,clean;floral;rose;violet;fresh;bois de rose;green;lily,0,1,0,0
67633-96-9,5365699,CC/C=C\CCOC(=O)OC,natural;leafy;floral;violet;apple;green;waxy,0,1,0,0
105-13-5,7738,COC1=CC=C(C=C1)CO,sweet;lilac;rose;floral;powdery;creamy;balsamic;coumarinic;cherry;licorice;hawthorn;hyacinth;lactonic,1,1,0,0
1321-30-8,5463842,CCOC(=O)C/C(=C/C(=O)[O-])/C(=O)[O-],sweet;fruity;winey,1,0,0,0
103-41-3Z,15558051,C1=CC=C(C=C1)COC(=O)/C=C\C2=CC=CC=C2,sweet;spicy;floral;fruity;powdery;balsamic;cherry,1,1,0,0
118-55-8,8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,sweet;fruity;balsamic,1,0,0,0
1119-44-4,14243,CCCC=CC(=O)C,sweet;ketonic;fruity;grassy;green;woody;cheesy;caraway,1,0,0,0
105-95-3,61014,C1CCCCCC(=O)OCCOC(=O)CCCCC1,sweet;floral;ambrette;powdery;woody;musk,1,1,0,0
68039-73-6,6437291,C/C=C/C(=O)OC1CCCC1C2CCCC2,plum;floral;rose;fruity;violet;fresh;tropical;peach,0,1,0,0
544714-08-1,71049629,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)CCC(=O)N(C)C)C(C)C,minty;cool,0,0,1,0
32741-11-0,122943,CC(C)(C)C1=NC=CN=C1,nutty;green;roasted;minty;pepper bell pepper,0,0,1,0
104-21-2,7695,CC(=O)OCC1=CC=C(C=C1)OC,sweet;vanilla;plum;fruity;powdery;cherry;balsam;tonka,1,0,0,0
42078-65-9,61997,CC(=CC(=O)OCCC1=CC=CC=C1)C,sweet;herbal;winey,1,0,0,0
34003-72-0,520667,CC1CC(=O)CO1,sweet;hay;coumarinic,1,0,0,0
7779-30-8,61071,CCC(=O)C=CC1C(=CCCC1(C)C)C,sweet;beeswax;floral;fruity;violet;powdery;woody;orris,1,1,0,0
104-54-1,308,C1=CC=C(C=C1)C=CCO,sweet;fermented;spicy;cinnamon;floral;powdery;cinnamyl;balsamic;green;hyacinth,1,1,0,0
444880-09-5,18539814,CCC1OCCC(S1)(C)C,tagette;currant bud black currant bud;sulfurous;herbal;onion;minty;sage,0,0,1,0
7785-63-9,6430804,CCCCCOC(=O)/C(=C\C)/C,floral;fruity,0,1,0,0
10250-45-0,82493,CC(C)CC(CC(C)C)OC(=O)C,rhubarb;lilac;floral;herbal;banana,0,1,0,0
75587-06-3,53411110,CCCCCCCCCC(=O)OOCC,sweet;fatty;peach,1,0,0,0
17597-95-4,87166,CCCCCCOCC(OC)OC,sweet;leafy;floral;fruity;fresh;green,1,1,0,0
115724-27-1,16206258,CC1CCC(C(C1)C(C)(C)C)OC(=O)C,floral;tropical;fruity;rose,0,1,0,0
22810-10-2,90843,CCOCCC(C)CCCC(C)C,clean;floral;rose;herbal;fresh;green;citrus,0,1,0,0
66634-97-7,53422899,CC(C)C=C(C)C(=O)O,animal;sweaty;floral;honey;fruity;acidic;tart;cheesy,0,1,0,0
67923-85-7,106973,CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C,sweet;milky;lily;fresh;muguet;woody,1,0,0,0
NF0642,38988368,CC1=CCCC([C@@H]1CCC(=O)C)(C)C,floral;woody;orris;honey,0,1,0,0
182699-77-0,6430321,C[C@@H]1[C@H]2CCC(=C[C@H]2OC1=O)C,sweet;dill;spicy;coconut,1,0,0,0
5870-93-9,62592,CCCCCCCOC(=O)CCC,sweet;clean;floral;honey;fruity;chamomile;tea green tea;tropical,1,1,0,0
67924-13-4,6437178,CCCCCC/C(=C\C1=CC=CC=C1)/C=NC2=CC=CC=C2C(=O)OC,floral;fresh;fatty;waxy,0,1,0,0
21040-45-9,5282110,CC(=O)OC/C=C/C1=CC=CC=C1,sweet;floral;spicy;balsamic,1,1,0,0
151409-53-9,641832,CCC[C@H](C)C(=O)OC,sweet;berry;banana;melon;fruity;pineapple;apple;green;tropical,1,0,0,0
67845-46-9,105764,CC1=CC=C(C=C1)OCC=O,marine;floral;melon;ozone;seaweed;hay,0,1,0,0
3194-17-0,231325,CCCCC(=O)C1=CC=CO1,caramellic;sweet,1,0,0,0
75853-49-5,3018619,CC(C)CCCCCCCCCCC=O,sweet;meaty;animal;fatty;sweaty;fruity;savory;brothy;tallow;cilantro;citrus;cooked;waxy,1,0,0,0
99-75-2,7455,CC1=CC=C(C=C1)C(=O)OC,sweet;anisic;floral;ylang,1,1,0,0
701-70-2,92833,CCC(CC1=CC=CC=C1)O,floral;hyacinth,0,1,0,0
103-54-8,7660,CC(=O)OCC=CC1=CC=CC=C1,sweet;spicy;cinnamon;floral;balsam,1,1,0,0
59230-57-8,100990,CC(C)C1=CC=C(C=C1)COC(=O)C,sweet;herbal;fruity;fresh;bergamot,1,0,0,0
68901-32-6,111418,CC1=CC2CC(C1CC2C(C)C)C3OCCO3,floral;woody;green;rose,0,1,0,0
10444-50-5E,5338463,CC1COC(O1)/C=C(\C)/CCC=C(C)C,sweet;lemon;orange;citrus,1,0,0,0
23726-91-2,5374527,C/C=C/C(=O)C1=C(CCCC1(C)C)C,plum;berry;floral;honey;rose;fruity;tobacco;woody;minty;currant black currant,0,1,1,0
513-86-0,179,CC(C(=O)C)O,sweet;fatty;creamy;milky;dairy;buttery,1,0,0,0
7549-37-3,24191,CC(=CCCC(=CC(OC)OC)C)C,natural;lime;citric;floral;green;lemon,0,1,0,0
111-11-5,8091,CCCCCCCC(=O)OC,sweet;vegetable;aldehydic;herbal;orange;green;waxy,1,0,0,0
122-27-0,67146,CC1=CC(=CC=C1)OC(=O)CC2=CC=CC=C2,floral;ylang,0,1,0,0
2497-18-9,2733294,CCC/C=C/COC(=O)C,sweet;leafy;privet;fruity;apple;banana peel;fresh;green;apple skin;waxy,1,0,0,0
515-13-9,6431151,CC(=C)[C@H]1CC[C@@]([C@H](C1)C(=C)C)(C)C=C,sweet,1,0,0,0
133-18-6,8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,sweet;floral;grape;rose;honey;orange;orris,1,1,0,0
529-01-1,79036,CC1=CC(=O)C(CC1)C(=C)C,sweet;herbal;fruity,1,0,0,0
1731-84-6,15606,CCCCCCCCC(=O)OC,sweet;fruity;winey;pear;tropical;waxy,1,0,0,0
646-07-1,12587,CC(C)CCC(=O)O,pungent;cheesy,0,0,0,1
55013-32-6,41285,CCCC[C@@H]1[C@@H](CC(=O)O1)C,sweet;vanilla;spicy;coconut,1,0,0,0
576-15-8,68470,CC(=O)N1C=CC2=CC=CC=C21,floral,0,1,0,0
541-91-3,10947,CC1CCCCCCCCCCCCC(=O)C1,sweet;natural;animal;fatty;floral;powdery;soapy;musk,1,1,0,0
36431-72-8,61953,CC1CCC2(O1)C(=CCCC2(C)C)C,metallic;tea;spicy;leafy;herbal;cooling;camphoreous;tobacco;fresh;wet;green;woody;minty,0,0,1,0
